"행정구역별","산업별","대표자연령대",2013,2014,2015,2016,2017
"충남","광업(05~08)","50~59세",48,46,38,40,45
"충남","광업(05~08)","60세 이상",43,48,39,45,30
"충남","제조업(10~34)","계",14258,15792,16667,17150,17694
"충남","제조업(10~34)","29세 이하",118,197,197,203,251
"충남","제조업(10~34)","30~39세",1139,1332,1477,1416,1509
"충남","제조업(10~34)","40~49세",3878,4270,4356,4378,4532
"충남","제조업(10~34)","50~59세",6233,6723,6771,6882,6932
"충남","제조업(10~34)","60세 이상",2890,3270,3866,4271,4470
"충남","전기, 가스, 증기 및 공기조절 공급업(35)","계",79,82,98,113,113
"충남","전기, 가스, 증기 및 공기조절 공급업(35)","29세 이하",-,-,-,1,-
"충남","전기, 가스, 증기 및 공기조절 공급업(35)","30~39세",4,5,5,5,6
"충남","전기, 가스, 증기 및 공기조절 공급업(35)","40~49세",13,18,15,14,13
"충남","전기, 가스, 증기 및 공기조절 공급업(35)","50~59세",50,45,56,67,69
"충남","전기, 가스, 증기 및 공기조절 공급업(35)","60세 이상",12,14,22,26,25
"충남","수도, 하수 및 폐기물 처리, 원료 재생업(36~39)","계",425,477,498,509,517
"충남","수도, 하수 및 폐기물 처리, 원료 재생업(36~39)","29세 이하",2,5,1,4,7
"충남","수도, 하수 및 폐기물 처리, 원료 재생업(36~39)","30~39세",35,42,40,42,34
"충남","수도, 하수 및 폐기물 처리, 원료 재생업(36~39)","40~49세",106,120,134,123,129
"충남","수도, 하수 및 폐기물 처리, 원료 재생업(36~39)","50~59세",221,233,234,234,234
"충남","수도, 하수 및 폐기물 처리, 원료 재생업(36~39)","60세 이상",61,77,89,106,113
"충남","건설업(41~42)","계",5420,6027,6313,6447,6559
"충남","건설업(41~42)","29세 이하",55,92,83,94,123
"충남","건설업(41~42)","30~39세",495,538,542,526,525
"충남","건설업(41~42)","40~49세",2159,2348,2310,2239,2240
"충남","건설업(41~42)","50~59세",2216,2404,2528,2593,2668
"충남","건설업(41~42)","60세 이상",495,645,850,995,1003
"충남","도매 및 소매업(45~47)","계",37739,39893,41128,41086,41638
"충남","도매 및 소매업(45~47)","29세 이하",866,1024,1054,1055,1161
"충남","도매 및 소매업(45~47)","30~39세",5312,5864,5921,5805,5639
"충남","도매 및 소매업(45~47)","40~49세",11828,12285,12067,11861,11776
"충남","도매 및 소매업(45~47)","50~59세",12253,12603,13029,12982,12988
"충남","도매 및 소매업(45~47)","60세 이상",7480,8117,9057,9383,10074
"충남","운수 및 창고업(49~52)","계",12209,12660,13042,13348,13688
"충남","운수 및 창고업(49~52)","29세 이하",99,124,117,92,84
"충남","운수 및 창고업(49~52)","30~39세",2145,1245,1337,1069,1015
"충남","운수 및 창고업(49~52)","40~49세",3363,3244,3226,3070,3017
"충남","운수 및 창고업(49~52)","50~59세",4262,5008,5118,4908,5092
"충남","운수 및 창고업(49~52)","60세 이상",2340,3039,3244,4209,4480
"충남","숙박 및 음식점업(55~56)","계",31553,32836,33728,34582,35593
"충남","숙박 및 음식점업(55~56)","29세 이하",1005,1228,1339,1278,1507
"충남","숙박 및 음식점업(55~56)","30~39세",3983,4369,4964,5058,5226
"충남","숙박 및 음식점업(55~56)","40~49세",8621,8922,9001,8856,8816
"충남","숙박 및 음식점업(55~56)","50~59세",12995,12799,12110,12378,12188
"충남","숙박 및 음식점업(55~56)","60세 이상",4949,5518,6314,7012,7856
"충남","정보통신업(58~63)","계",669,767,762,770,791
"충남","정보통신업(58~63)","29세 이하",21,30,19,22,22
"충남","정보통신업(58~63)","30~39세",87,121,109,108,107
"충남","정보통신업(58~63)","40~49세",256,283,277,270,269
"충남","정보통신업(58~63)","50~59세",259,269,293,291,318
"충남","정보통신업(58~63)","60세 이상",46,64,64,79,75
"충남","금융 및 보험업(64~66)","계",1626,1651,1626,1667,1666
"충남","금융 및 보험업(64~66)","29세 이하",13,11,9,6,5
"충남","금융 및 보험업(64~66)","30~39세",134,132,100,115,113
"충남","금융 및 보험업(64~66)","40~49세",459,470,409,414,392
"충남","금융 및 보험업(64~66)","50~59세",658,680,721,774,793
"충남","금융 및 보험업(64~66)","60세 이상",362,358,387,358,363
"충남","부동산업(68)","계",3987,4279,4338,4612,4929
"충남","부동산업(68)","29세 이하",30,50,38,30,39
"충남","부동산업(68)","30~39세",291,313,298,341,353
"충남","부동산업(68)","40~49세",1252,1348,1270,1298,1258
"충남","부동산업(68)","50~59세",1551,1607,1658,1758,1901
"충남","부동산업(68)","60세 이상",863,961,1074,1185,1378
"충남","전문, 과학 및 기술 서비스업(70~73)","계",2329,2644,2782,2900,2946
"충남","전문, 과학 및 기술 서비스업(70~73)","29세 이하",20,36,27,26,41
"충남","전문, 과학 및 기술 서비스업(70~73)","30~39세",314,369,398,390,353
"충남","전문, 과학 및 기술 서비스업(70~73)","40~49세",856,939,952,990,1001
"충남","전문, 과학 및 기술 서비스업(70~73)","50~59세",807,915,955,999,1007
"충남","전문, 과학 및 기술 서비스업(70~73)","60세 이상",332,385,450,495,544
"충남","사업시설 관리, 사업 지원 및 임대 서비스업(74~76)","계",2353,2590,2712,2772,2882
"충남","사업시설 관리, 사업 지원 및 임대 서비스업(74~76)","29세 이하",36,40,59,50,57
"충남","사업시설 관리, 사업 지원 및 임대 서비스업(74~76)","30~39세",343,375,372,387,376
"충남","사업시설 관리, 사업 지원 및 임대 서비스업(74~76)","40~49세",775,850,881,845,871
"충남","사업시설 관리, 사업 지원 및 임대 서비스업(74~76)","50~59세",898,959,963,1011,1057
"충남","사업시설 관리, 사업 지원 및 임대 서비스업(74~76)","60세 이상",301,366,437,479,521
"충남","공공행정, 국방 및 사회보장 행정(84)","계",763,758,765,756,767
"충남","공공행정, 국방 및 사회보장 행정(84)","29세 이하",3,2,1,-,-
"충남","공공행정, 국방 및 사회보장 행정(84)","30~39세",13,10,8,12,10
"충남","공공행정, 국방 및 사회보장 행정(84)","40~49세",152,123,98,79,65
"충남","공공행정, 국방 및 사회보장 행정(84)","50~59세",548,574,568,583,603
"충남","공공행정, 국방 및 사회보장 행정(84)","60세 이상",47,49,90,82,89
"충남","교육 서비스업(85)","계",6192,6317,6429,6540,6685
"충남","교육 서비스업(85)","29세 이하",212,210,205,216,224
"충남","교육 서비스업(85)","30~39세",1455,1403,1472,1430,1390
"충남","교육 서비스업(85)","40~49세",2425,2475,2332,2370,2401
"충남","교육 서비스업(85)","50~59세",1449,1562,1707,1876,2018
"충남","교육 서비스업(85)","60세 이상",651,667,713,648,652
"충남","보건업 및 사회복지 서비스업(86~87)","계",5394,5763,5802,6086,6356
"충남","보건업 및 사회복지 서비스업(86~87)","29세 이하",80,87,55,54,60
"충남","보건업 및 사회복지 서비스업(86~87)","30~39세",1030,1039,935,814,877
"충남","보건업 및 사회복지 서비스업(86~87)","40~49세",2262,2285,2130,2162,2231
"충남","보건업 및 사회복지 서비스업(86~87)","50~59세",1496,1765,1977,2218,2295
"충남","보건업 및 사회복지 서비스업(86~87)","60세 이상",526,587,705,838,893
"충남","예술, 스포츠 및 여가관련 서비스업(90~91)","계",3893,4041,4054,4402,4894
"충남","예술, 스포츠 및 여가관련 서비스업(90~91)","29세 이하",167,191,170,163,217
"충남","예술, 스포츠 및 여가관련 서비스업(90~91)","30~39세",804,759,732,822,880
"충남","예술, 스포츠 및 여가관련 서비스업(90~91)","40~49세",1137,1185,1189,1230,1357
"충남","예술, 스포츠 및 여가관련 서비스업(90~91)","50~59세",1379,1431,1384,1481,1590
"충남","예술, 스포츠 및 여가관련 서비스업(90~91)","60세 이상",406,475,579,706,850
"충남","협회 및 단체, 수리 및 기타 개인 서비스업(94~96)","계",16747,17030,17131,17372,17991
"충남","협회 및 단체, 수리 및 기타 개인 서비스업(94~96)","29세 이하",225,254,243,264,304
"충남","협회 및 단체, 수리 및 기타 개인 서비스업(94~96)","30~39세",2116,2032,1997,2007,1920
"충남","협회 및 단체, 수리 및 기타 개인 서비스업(94~96)","40~49세",5150,5082,4846,4775,4747
"충남","협회 및 단체, 수리 및 기타 개인 서비스업(94~96)","50~59세",5853,5922,5883,5823,5972
"충남","협회 및 단체, 수리 및 기타 개인 서비스업(94~96)","60세 이상",3403,3740,4162,4503,5048
"전북","전체 산업","계",139654,144900,146652,147502,148269
"전북","전체 산업","29세 이하",2924,3388,3421,3644,3569
"전북","전체 산업","30~39세",17104,17482,18136,18186,17211
"전북","전체 산업","40~49세",42398,43152,42340,42158,41027
"전북","전체 산업","50~59세",50555,51442,50522,50305,50906
"전북","전체 산업","60세 이상",26673,29436,32233,33209,35556
"전북","농업, 임업 및 어업(01~03)","계",268,346,343,400,432
"전북","농업, 임업 및 어업(01~03)","29세 이하",2,3,5,4,4
"전북","농업, 임업 및 어업(01~03)","30~39세",18,18,21,26,28
"전북","농업, 임업 및 어업(01~03)","40~49세",65,86,79,91,97
"전북","농업, 임업 및 어업(01~03)","50~59세",130,168,165,193,196
"전북","농업, 임업 및 어업(01~03)","60세 이상",53,71,73,86,107
"전북","광업(05~08)","계",102,118,112,109,108
"전북","광업(05~08)","29세 이하",-,3,2,1,1
"전북","광업(05~08)","30~39세",8,11,10,11,10
"전북","광업(05~08)","40~49세",17,17,19,18,18
"전북","광업(05~08)","50~59세",48,52,46,40,41
"전북","광업(05~08)","60세 이상",29,35,35,39,38
"전북","제조업(10~34)","계",11218,12303,12694,12588,12709
"전북","제조업(10~34)","29세 이하",121,183,173,156,151
"전북","제조업(10~34)","30~39세",869,1002,1031,1012,966
"전북","제조업(10~34)","40~49세",3032,3384,3407,3336,3224
"전북","제조업(10~34)","50~59세",4703,4888,4938,4932,4831
"전북","제조업(10~34)","60세 이상",2493,2846,3145,3152,3537
"전북","전기, 가스, 증기 및 공기조절 공급업(35)","계",88,102,121,120,131
"전북","전기, 가스, 증기 및 공기조절 공급업(35)","29세 이하",-,-,1,-,-
"전북","전기, 가스, 증기 및 공기조절 공급업(35)","30~39세",1,3,5,9,5
"전북","전기, 가스, 증기 및 공기조절 공급업(35)","40~49세",10,12,15,10,14
"전북","전기, 가스, 증기 및 공기조절 공급업(35)","50~59세",58,61,58,55,66
"전북","전기, 가스, 증기 및 공기조절 공급업(35)","60세 이상",19,26,42,46,46
"전북","수도, 하수 및 폐기물 처리, 원료 재생업(36~39)","계",393,429,428,429,424
"전북","수도, 하수 및 폐기물 처리, 원료 재생업(36~39)","29세 이하",2,2,3,2,2
"전북","수도, 하수 및 폐기물 처리, 원료 재생업(36~39)","30~39세",24,23,36,34,36
"전북","수도, 하수 및 폐기물 처리, 원료 재생업(36~39)","40~49세",107,119,95,93,81
"전북","수도, 하수 및 폐기물 처리, 원료 재생업(36~39)","50~59세",197,199,202,205,195
"전북","수도, 하수 및 폐기물 처리, 원료 재생업(36~39)","60세 이상",63,86,92,95,110
"전북","건설업(41~42)","계",4896,5249,5514,5675,5627
"전북","건설업(41~42)","29세 이하",54,90,72,75,69
"전북","건설업(41~42)","30~39세",464,484,477,480,450
"전북","건설업(41~42)","40~49세",1887,2001,2072,2151,2010
"전북","건설업(41~42)","50~59세",1979,2070,2133,2203,2285
"전북","건설업(41~42)","60세 이상",512,604,760,766,813
"전북","도매 및 소매업(45~47)","계",37810,39600,40432,40191,39818
"전북","도매 및 소매업(45~47)","29세 이하",965,1082,1078,1149,1035
"전북","도매 및 소매업(45~47)","30~39세",5180,5375,5512,5560,5092
"전북","도매 및 소매업(45~47)","40~49세",12284,12694,12399,12308,11715
"전북","도매 및 소매업(45~47)","50~59세",11746,12289,12426,12285,12358
"전북","도매 및 소매업(45~47)","60세 이상",7635,8160,9017,8889,9618
"전북","운수 및 창고업(49~52)","계",15007,14986,14528,13947,13309
"전북","운수 및 창고업(49~52)","29세 이하",104,110,128,87,81
"전북","운수 및 창고업(49~52)","30~39세",1492,1186,1269,844,789
"전북","운수 및 창고업(49~52)","40~49세",3250,3064,2999,2520,2406
"전북","운수 및 창고업(49~52)","50~59세",5801,5802,5385,4809,4553
"전북","운수 및 창고업(49~52)","60세 이상",4360,4824,4747,5687,5480
"전북","숙박 및 음식점업(55~56)","계",24744,25455,25988,26268,26932
"전북","숙박 및 음식점업(55~56)","29세 이하",922,1057,1182,1231,1290
"전북","숙박 및 음식점업(55~56)","30~39세",3003,3421,3930,4122,4167
"전북","숙박 및 음식점업(55~56)","40~49세",6688,6829,7190,7269,7145
"전북","숙박 및 음식점업(55~56)","50~59세",10424,9997,8957,8915,9008
"전북","숙박 및 음식점업(55~56)","60세 이상",3707,4151,4729,4731,5322
"전북","정보통신업(58~63)","계",714,755,760,792,789
"전북","정보통신업(58~63)","29세 이하",9,13,9,17,22
"전북","정보통신업(58~63)","30~39세",98,96,94,99,82
"전북","정보통신업(58~63)","40~49세",251,281,249,263,261
"전북","정보통신업(58~63)","50~59세",275,279,313,307,327
"전북","정보통신업(58~63)","60세 이상",81,86,95,106,97
"전북","금융 및 보험업(64~66)","계",1695,1707,1680,1709,1710
"전북","금융 및 보험업(64~66)","29세 이하",12,16,5,2,7
"전북","금융 및 보험업(64~66)","30~39세",117,146,105,116,104
"전북","금융 및 보험업(64~66)","40~49세",551,485,432,444,416
"전북","금융 및 보험업(64~66)","50~59세",663,688,762,781,812
"전북","금융 및 보험업(64~66)","60세 이상",352,372,376,366,371
"전북","부동산업(68)","계",3287,3489,3633,3884,4095
"전북","부동산업(68)","29세 이하",17,32,30,35,41
"전북","부동산업(68)","30~39세",205,229,206,219,203
"전북","부동산업(68)","40~49세",982,1043,1073,1134,1073
"전북","부동산업(68)","50~59세",1306,1324,1351,1463,1622
"전북","부동산업(68)","60세 이상",777,861,973,1033,1156
"전북","전문, 과학 및 기술 서비스업(70~73)","계",2423,2677,2781,2880,2934
"전북","전문, 과학 및 기술 서비스업(70~73)","29세 이하",21,30,31,46,45
"전북","전문, 과학 및 기술 서비스업(70~73)","30~39세",294,345,356,378,373
"전북","전문, 과학 및 기술 서비스업(70~73)","40~49세",838,892,915,942,961
"전북","전문, 과학 및 기술 서비스업(70~73)","50~59세",763,852,854,890,908
"전북","전문, 과학 및 기술 서비스업(70~73)","60세 이상",507,558,625,624,647
"전북","사업시설 관리, 사업 지원 및 임대 서비스업(74~76)","계",2093,2313,2345,2444,2502
"전북","사업시설 관리, 사업 지원 및 임대 서비스업(74~76)","29세 이하",36,54,48,57,45
"전북","사업시설 관리, 사업 지원 및 임대 서비스업(74~76)","30~39세",309,347,303,332,298
"전북","사업시설 관리, 사업 지원 및 임대 서비스업(74~76)","40~49세",704,740,730,769,760
"전북","사업시설 관리, 사업 지원 및 임대 서비스업(74~76)","50~59세",755,787,824,869,943
"전북","사업시설 관리, 사업 지원 및 임대 서비스업(74~76)","60세 이상",289,385,440,417,456
"전북","공공행정, 국방 및 사회보장 행정(84)","계",884,883,887,896,898
"전북","공공행정, 국방 및 사회보장 행정(84)","29세 이하",-,-,-,-,-
"전북","공공행정, 국방 및 사회보장 행정(84)","30~39세",13,15,9,6,10
"전북","공공행정, 국방 및 사회보장 행정(84)","40~49세",148,149,123,101,103
"전북","공공행정, 국방 및 사회보장 행정(84)","50~59세",672,655,656,685,691
"전북","공공행정, 국방 및 사회보장 행정(84)","60세 이상",51,64,99,104,94
"전북","교육 서비스업(85)","계",7475,7599,7503,7599,7597
"전북","교육 서비스업(85)","29세 이하",226,254,232,275,268
"전북","교육 서비스업(85)","30~39세",1658,1613,1683,1704,1549
"전북","교육 서비스업(85)","40~49세",3114,3074,2774,2774,2809
"전북","교육 서비스업(85)","50~59세",1707,1865,1991,2070,2228
"전북","교육 서비스업(85)","60세 이상",770,793,823,776,743
"전북","보건업 및 사회복지 서비스업(86~87)","계",5614,5827,5938,6110,6217
"전북","보건업 및 사회복지 서비스업(86~87)","29세 이하",76,82,61,65,52
"전북","보건업 및 사회복지 서비스업(86~87)","30~39세",839,816,799,787,748
"전북","보건업 및 사회복지 서비스업(86~87)","40~49세",2246,2219,2067,2108,2114
"전북","보건업 및 사회복지 서비스업(86~87)","50~59세",1824,1993,2158,2257,2338
"전북","보건업 및 사회복지 서비스업(86~87)","60세 이상",629,717,853,893,965
"전북","예술, 스포츠 및 여가관련 서비스업(90~91)","계",3470,3542,3488,3779,4043
"전북","예술, 스포츠 및 여가관련 서비스업(90~91)","29세 이하",131,126,107,145,155
"전북","예술, 스포츠 및 여가관련 서비스업(90~91)","30~39세",706,667,600,658,667
"전북","예술, 스포츠 및 여가관련 서비스업(90~91)","40~49세",1072,1083,1028,1093,1176
"전북","예술, 스포츠 및 여가관련 서비스업(90~91)","50~59세",1165,1193,1189,1279,1373
"전북","예술, 스포츠 및 여가관련 서비스업(90~91)","60세 이상",396,473,564,604,672
"전북","협회 및 단체, 수리 및 기타 개인 서비스업(94~96)","계",17473,17520,17477,17682,17994
"전북","협회 및 단체, 수리 및 기타 개인 서비스업(94~96)","29세 이하",226,251,254,297,301
"전북","협회 및 단체, 수리 및 기타 개인 서비스업(94~96)","30~39세",1806,1685,1690,1789,1634
"전북","협회 및 단체, 수리 및 기타 개인 서비스업(94~96)","40~49세",5152,4980,4674,4734,4644
"전북","협회 및 단체, 수리 및 기타 개인 서비스업(94~96)","50~59세",6339,6280,6114,6067,6131
"전북","협회 및 단체, 수리 및 기타 개인 서비스업(94~96)","60세 이상",3950,4324,4745,4795,5284
"전남","전체 산업","계",136888,142931,147197,149713,153280
"전남","전체 산업","29세 이하",2616,3022,2785,2821,2841
"전남","전체 산업","30~39세",15508,16019,16482,16454,15668
"전남","전체 산업","40~49세",39164,41008,41379,40423,39342
"전남","전체 산업","50~59세",51195,51713,51894,52952,54292
"전남","전체 산업","60세 이상",28405,31169,34657,37063,41137
"전남","농업, 임업 및 어업(01~03)","계",392,503,517,583,614
"전남","농업, 임업 및 어업(01~03)","29세 이하",2,4,9,13,10
"전남","농업, 임업 및 어업(01~03)","30~39세",23,38,38,38,42
"전남","농업, 임업 및 어업(01~03)","40~49세",76,116,126,132,131
"전남","농업, 임업 및 어업(01~03)","50~59세",209,233,233,257,258
"전남","농업, 임업 및 어업(01~03)","60세 이상",82,112,111,143,173
"전남","광업(05~08)","계",1033,1032,1058,1063,1054
"전남","광업(05~08)","29세 이하",4,5,5,5,6
"전남","광업(05~08)","30~39세",50,43,39,30,28
"전남","광업(05~08)","40~49세",151,153,157,148,162
"전남","광업(05~08)","50~59세",378,369,378,388,389
"전남","광업(05~08)","60세 이상",450,462,479,492,469
"전남","제조업(10~34)","계",12125,13024,13337,13313,13489
"전남","제조업(10~34)","29세 이하",118,139,129,132,116
"전남","제조업(10~34)","30~39세",976,1078,1067,997,931
"전남","제조업(10~34)","40~49세",3077,3393,3410,3273,3164
"전남","제조업(10~34)","50~59세",5013,5213,5191,5155,5077
"전남","제조업(10~34)","60세 이상",2941,3201,3540,3756,4201
"전남","전기, 가스, 증기 및 공기조절 공급업(35)","계",166,197,212,249,260
"전남","전기, 가스, 증기 및 공기조절 공급업(35)","29세 이하",-,-,-,2,1
"전남","전기, 가스, 증기 및 공기조절 공급업(35)","30~39세",5,7,8,10,11
"전남","전기, 가스, 증기 및 공기조절 공급업(35)","40~49세",32,42,44,54,47
"전남","전기, 가스, 증기 및 공기조절 공급업(35)","50~59세",101,109,103,127,133
"전남","전기, 가스, 증기 및 공기조절 공급업(35)","60세 이상",28,39,57,56,68
"전남","수도, 하수 및 폐기물 처리, 원료 재생업(36~39)","계",493,546,559,554,569
"전남","수도, 하수 및 폐기물 처리, 원료 재생업(36~39)","29세 이하",9,11,4,4,4
"전남","수도, 하수 및 폐기물 처리, 원료 재생업(36~39)","30~39세",33,48,47,45,43
"전남","수도, 하수 및 폐기물 처리, 원료 재생업(36~39)","40~49세",118,134,133,119,124
"전남","수도, 하수 및 폐기물 처리, 원료 재생업(36~39)","50~59세",252,258,266,268,268
"전남","수도, 하수 및 폐기물 처리, 원료 재생업(36~39)","60세 이상",81,95,109,118,130
"전남","건설업(41~42)","계",5684,6505,6793,6936,6947
"전남","건설업(41~42)","29세 이하",58,86,85,86,80
"전남","건설업(41~42)","30~39세",496,567,562,536,499
"전남","건설업(41~42)","40~49세",2245,2587,2576,2457,2233
"전남","건설업(41~42)","50~59세",2323,2570,2683,2823,2973
"전남","건설업(41~42)","60세 이상",562,695,887,1034,1162
"전남","도매 및 소매업(45~47)","계",38230,39870,41129,41296,41835
"전남","도매 및 소매업(45~47)","29세 이하",748,855,780,769,809
"전남","도매 및 소매업(45~47)","30~39세",4698,4848,5081,5071,4691
"전남","도매 및 소매업(45~47)","40~49세",10991,11400,11511,11375,11024
"전남","도매 및 소매업(45~47)","50~59세",11964,12332,12510,12540,12819
"전남","도매 및 소매업(45~47)","60세 이상",9829,10435,11247,11541,12492
"전남","운수 및 창고업(49~52)","계",9370,10223,11211,11295,11629
"전남","운수 및 창고업(49~52)","29세 이하",73,106,95,60,62
"전남","운수 및 창고업(49~52)","30~39세",660,794,956,786,797
"전남","운수 및 창고업(49~52)","40~49세",1860,2295,2781,2553,2637
"전남","운수 및 창고업(49~52)","50~59세",4549,4195,4184,4150,4254
"전남","운수 및 창고업(49~52)","60세 이상",2228,2833,3195,3746,3879
"전남","숙박 및 음식점업(55~56)","계",28598,29576,30169,30763,31772
"전남","숙박 및 음식점업(55~56)","29세 이하",896,1108,1101,1071,1091
"전남","숙박 및 음식점업(55~56)","30~39세",3175,3456,3721,3768,3786
"전남","숙박 및 음식점업(55~56)","40~49세",7496,7715,8017,7898,7604
"전남","숙박 및 음식점업(55~56)","50~59세",12080,11864,11218,11471,11484
"전남","숙박 및 음식점업(55~56)","60세 이상",4951,5433,6112,6555,7807
"전남","정보통신업(58~63)","계",737,757,767,783,839
"전남","정보통신업(58~63)","29세 이하",7,8,5,4,4
"전남","정보통신업(58~63)","30~39세",63,75,67,70,64
"전남","정보통신업(58~63)","40~49세",260,251,236,220,251
"전남","정보통신업(58~63)","50~59세",326,337,363,375,389
"전남","정보통신업(58~63)","60세 이상",81,86,96,114,131
"전남","금융 및 보험업(64~66)","계",1720,1702,1708,1722,1727
"전남","금융 및 보험업(64~66)","29세 이하",14,15,4,6,2
"전남","금융 및 보험업(64~66)","30~39세",111,109,87,94,96
"전남","금융 및 보험업(64~66)","40~49세",503,472,409,390,396
"전남","금융 및 보험업(64~66)","50~59세",728,719,823,858,852
"전남","금융 및 보험업(64~66)","60세 이상",364,387,385,374,381
"전남","부동산업(68)","계",1911,2048,2188,2465,2744
"전남","부동산업(68)","29세 이하",10,14,9,12,15
"전남","부동산업(68)","30~39세",114,135,149,172,155
"전남","부동산업(68)","40~49세",526,582,607,668,730
"전남","부동산업(68)","50~59세",723,736,779,871,984
"전남","부동산업(68)","60세 이상",538,581,644,742,860
"전남","전문, 과학 및 기술 서비스업(70~73)","계",1933,2079,2212,2284,2311
"전남","전문, 과학 및 기술 서비스업(70~73)","29세 이하",15,18,18,23,22
"전남","전문, 과학 및 기술 서비스업(70~73)","30~39세",208,205,211,214,186
"전남","전문, 과학 및 기술 서비스업(70~73)","40~49세",610,678,696,712,680
"전남","전문, 과학 및 기술 서비스업(70~73)","50~59세",647,695,765,786,820
"전남","전문, 과학 및 기술 서비스업(70~73)","60세 이상",453,483,522,549,603
"전남","사업시설 관리, 사업 지원 및 임대 서비스업(74~76)","계",1753,1998,2068,2204,2316
"전남","사업시설 관리, 사업 지원 및 임대 서비스업(74~76)","29세 이하",34,41,28,34,33
"전남","사업시설 관리, 사업 지원 및 임대 서비스업(74~76)","30~39세",232,265,243,250,244
"전남","사업시설 관리, 사업 지원 및 임대 서비스업(74~76)","40~49세",585,646,663,679,681
"전남","사업시설 관리, 사업 지원 및 임대 서비스업(74~76)","50~59세",607,677,698,766,828
"전남","사업시설 관리, 사업 지원 및 임대 서비스업(74~76)","60세 이상",295,369,436,475,530
"전남","공공행정, 국방 및 사회보장 행정(84)","계",1230,1239,1251,1254,1255
"전남","공공행정, 국방 및 사회보장 행정(84)","29세 이하",2,-,2,-,1
"전남","공공행정, 국방 및 사회보장 행정(84)","30~39세",22,23,24,24,20
"전남","공공행정, 국방 및 사회보장 행정(84)","40~49세",166,203,168,162,157
"전남","공공행정, 국방 및 사회보장 행정(84)","50~59세",936,891,899,919,918
"전남","공공행정, 국방 및 사회보장 행정(84)","60세 이상",104,122,158,149,159
"전남","교육 서비스업(85)","계",6184,6094,6150,6273,6380
"전남","교육 서비스업(85)","29세 이하",208,192,179,175,150
"전남","교육 서비스업(85)","30~39세",1413,1302,1277,1316,1231
"전남","교육 서비스업(85)","40~49세",2398,2366,2297,2254,2232
"전남","교육 서비스업(85)","50~59세",1431,1483,1588,1760,2038
"전남","교육 서비스업(85)","60세 이상",734,751,809,768,729
"전남","보건업 및 사회복지 서비스업(86~87)","계",4966,5208,5362,5599,5762
"전남","보건업 및 사회복지 서비스업(86~87)","29세 이하",85,85,50,64,65
"전남","보건업 및 사회복지 서비스업(86~87)","30~39세",759,753,753,725,672
"전남","보건업 및 사회복지 서비스업(86~87)","40~49세",1929,1945,1857,1793,1746
"전남","보건업 및 사회복지 서비스업(86~87)","50~59세",1630,1791,1950,2164,2293
"전남","보건업 및 사회복지 서비스업(86~87)","60세 이상",563,634,752,853,986
"전남","예술, 스포츠 및 여가관련 서비스업(90~91)","계",3655,3624,3542,3859,4145
"전남","예술, 스포츠 및 여가관련 서비스업(90~91)","29세 이하",120,123,79,113,132
"전남","예술, 스포츠 및 여가관련 서비스업(90~91)","30~39세",687,629,530,600,625
"전남","예술, 스포츠 및 여가관련 서비스업(90~91)","40~49세",1161,1134,1115,1130,1161
"전남","예술, 스포츠 및 여가관련 서비스업(90~91)","50~59세",1242,1237,1232,1373,1433
"전남","예술, 스포츠 및 여가관련 서비스업(90~91)","60세 이상",445,501,586,643,794
"전남","협회 및 단체, 수리 및 기타 개인 서비스업(94~96)","계",16708,16706,16964,17218,17632
"전남","협회 및 단체, 수리 및 기타 개인 서비스업(94~96)","29세 이하",213,212,203,248,238
"전남","협회 및 단체, 수리 및 기타 개인 서비스업(94~96)","30~39세",1783,1644,1622,1708,1547
"전남","협회 및 단체, 수리 및 기타 개인 서비스업(94~96)","40~49세",4980,4896,4576,4406,4182
"전남","협회 및 단체, 수리 및 기타 개인 서비스업(94~96)","50~59세",6056,6004,6031,5901,6082
"전남","협회 및 단체, 수리 및 기타 개인 서비스업(94~96)","60세 이상",3676,3950,4532,4955,5583
"경북","전체 산업","계",205730,213809,218791,222536,226079
"경북","전체 산업","29세 이하",3508,4309,4213,4684,4945
"경북","전체 산업","30~39세",23989,24842,26110,26965,25852
"경북","전체 산업","40~49세",61579,63065,62971,63150,61893
"경북","전체 산업","50~59세",79537,80235,79108,79195,80650
"경북","전체 산업","60세 이상",37117,41358,46389,48542,52739
"경북","농업, 임업 및 어업(01~03)","계",332,365,376,419,448
"경북","농업, 임업 및 어업(01~03)","29세 이하",2,3,-,1,2
"경북","농업, 임업 및 어업(01~03)","30~39세",17,25,32,32,27
"경북","농업, 임업 및 어업(01~03)","40~49세",60,71,71,74,73
"경북","농업, 임업 및 어업(01~03)","50~59세",177,176,174,192,207
"경북","농업, 임업 및 어업(01~03)","60세 이상",76,90,99,120,139
"경북","광업(05~08)","계",123,139,145,143,150
"경북","광업(05~08)","29세 이하",-,4,2,1,1
"경북","광업(05~08)","30~39세",3,3,6,6,6
"경북","광업(05~08)","40~49세",26,30,26,23,33
"경북","광업(05~08)","50~59세",51,54,55,56,59
"경북","광업(05~08)","60세 이상",43,48,56,57,51
"경북","제조업(10~34)","계",23994,26346,27913,28346,28663
"경북","제조업(10~34)","29세 이하",177,299,284,327,343
"경북","제조업(10~34)","30~39세",1761,2221,2351,2397,2317
"경북","제조업(10~34)","40~49세",6599,7330,7773,7830,7636
"경북","제조업(10~34)","50~59세",10847,11211,11403,11563,11581
